episode_seed,remaining_tokens,generated_tokens,batch_size,new_anchor,planner_ms,mapping_found
20049,25,371,6,edge_4,460.609136,1
20049,420,0,6,edge_3,460.499748,1
20049,239,181,6,edge_4,463.895413,1
20049,254,166,6,edge_4,464.736208,1
20049,75,345,6,edge_1,466.01914,1
20049,38,382,6,edge_3,461.050975,1
20049,390,6,6,edge_2,463.772842,1
20049,390,6,6,edge_5,458.070688,1
20049,24,372,6,edge_1,464.975179,1
20049,30,366,6,edge_1,464.80311,1
20049,68,7,6,edge_1,466.502663,1
20050,374,69,1,edge_1,389.777496,1
20050,74,369,1,edge_2,453.716505,1
20050,60,383,1,edge_2,451.454072,1
20050,352,49,2,edge_0,392.731002,1
20050,86,315,2,edge_5,456.720296,1
20050,54,347,2,edge_5,457.409125,1
20050,73,48,2,edge_2,384.619723,1
20050,520,0,7,edge_3,454.525199,1
20050,286,234,7,edge_5,553.147373,1
20050,272,248,7,edge_5,458.559505,1
20050,112,408,7,edge_1,459.497913,1
20050,131,389,7,edge_3,453.921085,1
20050,398,0,7,edge_3,453.539415,1
20050,183,215,7,edge_2,455.492513,1
20050,135,263,7,edge_2,454.175643,1
20050,54,0,7,edge_2,457.023925,1
20050,13,36,7,edge_3,459.704585,1
20050,16,33,7,edge_3,454.629796,1
20050,76,0,7,edge_3,452.671747,1
20050,41,61,7,edge_4,458.289065,1
20050,37,65,7,edge_4,459.522227,1
20051,184,227,1,edge_3,413.909079,1
20051,184,227,1,edge_1,410.875517,1
20051,25,0,5,edge_3,414.410607,1
20051,56,11,5,edge_0,419.718203,1
20051,54,13,5,edge_0,420.980403,1
20051,205,0,5,edge_1,414.982151,1
20051,11,0,5,edge_4,412.504263,1
20051,6,0,3,edge_3,412.591775,1
20051,76,27,3,edge_0,421.510962,1
20051,72,31,3,edge_0,419.830906,1
20051,388,17,3,edge_1,414.416112,1
20051,385,20,3,edge_1,412.261213,1
20051,106,299,3,edge_0,418.859972,1
20051,59,346,3,edge_0,418.770786,1
20051,385,12,3,edge_2,406.977141,1
20051,383,14,3,edge_1,414.270017,1
20051,244,153,3,edge_5,411.916871,1
20051,242,155,3,edge_5,411.497783,1
20051,136,261,3,edge_4,412.802967,1
20051,116,281,3,edge_4,413.76196,1
20051,399,20,3,edge_4,412.131397,1
20051,141,278,3,edge_0,419.989205,1
20051,86,333,3,edge_0,417.385023,1
20052,23,406,1,edge_4,388.061085,1
20052,93,363,1,edge_1,404.157358,1
20052,549,0,4,edge_4,391.777471,1
20052,313,236,4,edge_3,387.106694,1
20052,336,213,4,edge_3,387.749746,1
20052,484,118,4,edge_1,409.487755,1
20052,481,121,4,edge_3,394.537244,1
20052,320,282,4,edge_2,392.082165,1
20052,329,273,4,edge_2,395.252099,1
20052,17,585,4,edge_1,405.793905,1
20052,26,576,4,edge_4,386.029695,1
20052,203,202,4,edge_1,404.105391,1
20052,106,362,4,edge_3,388.500345,1
20052,166,302,4,edge_3,388.593871,1
20052,84,78,5,edge_2,391.114962,1
20052,96,0,5,edge_0,406.080643,1
20052,20,76,5,edge_1,403.711437,1
20052,17,79,5,edge_1,401.409009,1
20052,400,8,5,edge_3,390.629229,1
20052,135,273,5,edge_2,391.46809,1
20052,146,262,5,edge_2,392.410479,1
20053,203,206,1,edge_2,353.214768,1
20053,213,196,1,edge_1,356.097021,1
20053,36,45,3,edge_1,357.132669,1
20053,33,48,3,edge_1,356.324915,1
20053,27,67,1,edge_1,355.720166,1
20053,23,71,1,edge_1,357.039354,1
20053,107,272,1,edge_1,354.148833,1
20054,41,43,1,edge_3,140.419792,1
20054,49,2,3,edge_0,172.493524,1
20054,133,15,3,edge_4,173.396441,1
20054,80,16,3,edge_4,172.746178,1
20054,111,0,6,edge_1,405.104861,1
20054,44,67,6,edge_0,403.848815,1
20054,48,63,6,edge_0,404.926493,1
20054,397,0,6,edge_5,412.215237,1
20054,151,246,6,edge_3,400.137599,1
20054,164,233,6,edge_3,399.442996,1
20054,299,110,6,edge_3,396.750513,1
20054,290,119,6,edge_5,406.18919,1
20054,322,67,2,edge_1,408.356882,1
20054,331,58,2,edge_1,404.542085,1
20054,72,317,2,edge_4,401.93014,1
20054,107,282,2,edge_2,405.143165,1
20054,313,62,2,edge_3,400.345354,1
20054,301,74,2,edge_1,404.175716,1
20054,23,352,2,edge_4,398.766856,1
20054,7,368,2,edge_4,398.609877,1
20055,131,328,1,edge_1,422.839238,1
20055,132,327,1,edge_1,423.146967,1
20055,70,41,5,edge_1,423.665977,1
20055,76,35,5,edge_1,422.135227,1
20055,436,0,5,edge_5,415.482756,1
20055,248,188,5,edge_4,411.650704,1
20055,255,181,5,edge_4,410.421337,1
20055,54,382,5,edge_2,415.627671,1
20055,87,349,5,edge_2,414.872639,1
20055,71,54,5,edge_3,420.450239,1
20055,76,49,5,edge_4,410.313153,1
20055,9,0,5,edge_4,407.6356,1
20055,160,57,4,edge_5,411.347408,1
20055,160,57,4,edge_3,421.969782,1
20055,168,234,4,edge_2,416.804459,1
20055,213,173,2,edge_2,417.686082,1
20055,236,150,2,edge_2,415.885458,1
20055,215,168,2,edge_5,407.602297,1
20056,19,124,2,edge_2,468.616763,1
20056,8,135,2,edge_1,478.247063,1
20056,12,134,2,edge_1,478.277654,1
20056,27,119,2,edge_1,476.80244,1
20056,225,154,5,edge_3,472.805869,1
20056,203,176,5,edge_3,471.798883,1
20056,301,127,5,edge_3,471.442822,1
20056,127,23,5,edge_3,471.184328,1
20056,129,21,5,edge_3,468.215831,1
20056,328,86,2,edge_1,476.911587,1
20056,307,107,2,edge_1,478.504442,1
20056,122,74,2,edge_5,470.59491,1
20056,114,82,2,edge_5,470.247357,1
20057,338,62,1,edge_2,374.301297,1
20057,328,72,1,edge_4,374.133194,1
20057,14,386,1,edge_2,395.628046,1
20057,37,55,2,edge_2,370.740805,1
20057,28,64,2,edge_5,368.122259,1
20057,13,0,6,edge_0,380.580129,1
20057,415,0,6,edge_1,386.30082,1
20057,324,91,6,edge_4,400.899537,1
20057,337,78,6,edge_2,395.900465,1
20057,92,323,6,edge_0,404.711424,1
20057,59,356,6,edge_0,406.732521,1
20057,8,0,6,edge_1,380.256454,1
20057,178,0,6,edge_4,375.038459,1
20057,101,77,6,edge_5,395.377559,1
20057,92,86,6,edge_5,394.977601,1
20057,96,0,6,edge_1,380.512355,1
20057,20,69,6,edge_5,370.433924,1
20057,204,0,3,edge_3,376.877853,1
