episode_seed,request_id,handover_index,lead_ms,predicted_lead_ms,eta_relative_error,eta_error_bound,anchor_confidence,prefetch_lambda_ms_per_mb,predicted_gain_ms,expected_gain_ms,guard_cost_ms,planned_prefetch_mb,guard_rejected,prediction_correct,had_prefetch_plan,accepted_prefetch,base_migration_ms,hidden_migration_ms,prefetched_mb,useful_prefetch_mb,wasted_prefetch_mb,wrong_anchor_waste_mb,residual_base_ms,delta_sync_ms,delta_tokens,changed_blocks
20016,r0002,1,7957.920413877615,5753.020581808658,-0.27706985209652113,0.4,0.6,2.0,-4.096095737704574e-12,-2.4576574426227445e-12,0.0,0.0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
20016,r0019,0,1911.2185840690254,1759.025726069736,-0.07963131965537273,0.4,0.6,2.0,7.099947931441625e-12,4.259968758864975e-12,0.0,0.0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,0
20016,r0019,1,4634.78888843258,6357.706701732164,0.37173598512752315,0.4,0.6,2.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
20016,r0004,0,5898.270123165592,5739.372770440486,-0.026939653391090446,0.4,0.6,2.0,3.539542208143412e-12,2.123725324886047e-12,0.0,0.0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310,0
20016,r0023,0,0.0,0.0,0.33539835614029134,0.4,0.6,2.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
20017,r0020,0,4018.6741981259947,3621.029314069813,-0.09894927143922566,0.4,0.6,2.0,2.254046820666994e-12,1.3524280924001964e-12,0.0,0.0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224,0
20017,r0010,0,460.56578680812527,335.45720808473726,-0.27164106042359826,0.4,0.6,2.0,4.216983701233575e-12,2.530190220740145e-12,0.0,0.0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,0
20017,r0010,1,3019.34405333989,2954.427801465494,-0.021500117484984038,0.4,0.6,2.0,0.0,0.0,0.0,0.0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
20017,r0012,0,542.781564780762,628.8257878193501,0.15852458635610223,0.4,0.6,2.0,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
20017,r0012,1,7265.01107459842,9590.593691951028,0.3201072363790106,0.4,0.6,2.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
20017,r0001,0,4032.874771248931,5452.413223764306,0.35199170146207204,0.4,0.6,2.0,-3.4691070652199604e-12,-2.081464239131976e-12,0.0,0.0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
20017,r0023,0,1812.633420149181,2083.880126238465,0.14964233974399543,0.4,0.6,2.0,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
20017,r0023,1,5424.587909869122,6948.871796991495,0.2809953331845163,0.4,0.6,2.0,0.0,0.0,0.0,0.0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
20017,r0003,0,5519.964879315787,5110.518739656713,-0.07417549723791461,0.4,0.6,2.0,-3.82573175182072e-12,-2.295439051092432e-12,0.0,0.0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
20017,r0004,0,14.905257969818194,13.512788609501214,-0.09342135259494366,0.4,0.6,2.0,1.0361228315748393e-12,6.216736989449036e-13,0.0,0.0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
20018,r0017,0,5358.803136574814,4742.873107804904,-0.11493798392519289,0.4,0.6,2.0,0.0,0.0,0.0,0.0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
20018,r0021,0,0.0,0.0,-0.37441509468354034,0.4,0.6,2.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
20018,r0002,0,3383.575586359839,2052.8320774643735,-0.39329504393520065,0.4,0.6,2.0,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
20018,r0002,1,3545.745451406852,4718.52328094381,0.3307563516923171,0.4,0.6,2.0,0.0,0.0,0.0,0.0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
