experiment,condition_name,condition,method,method_group,metric,metric_label,value,unit,better_direction
dynamic_mobility,mobility_mode,high_speed,LECU-RBA (adapted),External adapted baseline,slo_satisfaction,SLO satisfaction,0.3049999999999999,ratio,higher
dynamic_mobility,mobility_mode,high_speed,LECU-RBA (adapted),External adapted baseline,throughput_rps,Throughput,0.3694736671098929,requests/s,higher
dynamic_mobility,mobility_mode,high_speed,LECU-RBA (adapted),External adapted baseline,goodput_rps,Goodput,0.1181667786955178,requests/s,higher
dynamic_mobility,mobility_mode,high_speed,DyBAP-Adapted,External adapted baseline,avg_e2e_ms,Average E2E latency,6296.856421165481,ms,lower
dynamic_mobility,mobility_mode,high_speed,DyBAP-Adapted,External adapted baseline,p95_e2e_ms,P95 E2E latency,11532.04722491458,ms,lower
dynamic_mobility,mobility_mode,high_speed,DyBAP-Adapted,External adapted baseline,slo_satisfaction,SLO satisfaction,0.3858333333333333,ratio,higher
dynamic_mobility,mobility_mode,high_speed,DyBAP-Adapted,External adapted baseline,throughput_rps,Throughput,0.3765827872865697,requests/s,higher
dynamic_mobility,mobility_mode,high_speed,DyBAP-Adapted,External adapted baseline,goodput_rps,Goodput,0.1557287022615163,requests/s,higher
dynamic_mobility,mobility_mode,high_speed,Ours w/o DDQN,Ablation,avg_e2e_ms,Average E2E latency,3435.2250000267413,ms,lower
dynamic_mobility,mobility_mode,high_speed,Ours w/o DDQN,Ablation,p95_e2e_ms,P95 E2E latency,6876.073923917654,ms,lower
dynamic_mobility,mobility_mode,high_speed,Ours w/o DDQN,Ablation,slo_satisfaction,SLO satisfaction,0.5116666666666666,ratio,higher
dynamic_mobility,mobility_mode,high_speed,Ours w/o DDQN,Ablation,throughput_rps,Throughput,0.4220723695310286,requests/s,higher
dynamic_mobility,mobility_mode,high_speed,Ours w/o DDQN,Ablation,goodput_rps,Goodput,0.2140551544603405,requests/s,higher
dynamic_mobility,mobility_mode,high_speed,Full,Ours,avg_e2e_ms,Average E2E latency,3168.6265098276967,ms,lower
dynamic_mobility,mobility_mode,high_speed,Full,Ours,p95_e2e_ms,P95 E2E latency,6542.3559680452245,ms,lower
dynamic_mobility,mobility_mode,high_speed,Full,Ours,slo_satisfaction,SLO satisfaction,0.57,ratio,higher
dynamic_mobility,mobility_mode,high_speed,Full,Ours,throughput_rps,Throughput,0.4257732337191565,requests/s,higher
dynamic_mobility,mobility_mode,high_speed,Full,Ours,goodput_rps,Goodput,0.2426603678190604,requests/s,higher
