episode,episode_seed,arrival_rate_rps,method,mobility_mode,migration_policy,prediction_error,served_requests,dropped_requests,completion_ratio,batches,mean_batch_size,makespan_ms,avg_e2e_ms,p95_e2e_ms,slo_satisfaction,throughput_rps,goodput_rps,handover_events,handover_affected_requests,handover_slo_satisfaction,migration_mb,migration_ms,avg_migration_ms_per_event,avg_migration_ms_per_affected_request,avg_migration_mb_per_event,mapping_steps,reward,failure_reason
10,20017,0.4,node_dp,high_speed,keep,0.1,12,0,1.0,8,1.5,43083.88838126458,8829.725797490823,16660.950427258842,0.8333333333333334,0.278526392367554,0.23210532697296168,7,5,1.0,0.0,98.60072343541437,14.085817633630624,19.720144687082872,0.0,224,-227.6159232407033,
11,20018,0.4,node_dp,high_speed,keep,0.1,12,0,1.0,7,1.7142857142857142,42210.66773641874,12404.510291191356,25726.55479610177,0.5,0.2842883243386026,0.1421441621693013,14,7,0.5714285714285714,0.0,179.33565790792537,12.809689850566098,25.619379701132196,0.0,196,-250.71350256089818,
12,20019,0.4,node_dp,high_speed,keep,0.1,12,0,1.0,6,2.0,47369.7705670455,10797.220660868907,23249.355244606988,0.5,0.25332611613593575,0.12666305806796788,7,5,0.6,0.0,92.92745671406131,13.275350959151615,18.58549134281226,0.0,168,-266.66501637652544,
13,20020,0.4,node_dp,high_speed,keep,0.1,12,0,1.0,7,1.7142857142857142,48414.83757735924,10627.702263123863,19241.80326795461,0.5833333333333333,0.24785790060383658,0.14458377535223801,8,5,0.8,0.0,102.17927450443287,12.772409313054109,20.435854900886575,0.0,196,-230.4366820478835,
14,20021,0.4,node_dp,high_speed,keep,0.1,12,0,1.0,4,3.0,49739.840183914734,13855.057557157377,27425.157342166625,0.6666666666666667,0.2412552986826977,0.16083686578846515,14,10,0.8,0.0,184.30208782807267,13.164434844862333,18.430208782807266,0.0,112,-216.09142647326078,
15,20022,0.4,node_dp,high_speed,keep,0.1,12,0,1.0,8,1.5,35960.56993880188,6440.9730371954365,12942.953591759773,0.41666666666666663,0.33369882681007956,0.13904117783753314,4,4,0.25,0.0,48.0,12.0,12.0,0.0,224,-188.24988200607234,
16,20023,0.4,node_dp,high_speed,keep,0.1,12,0,1.0,4,3.0,38209.259846415036,12606.745930596546,23381.499179647206,0.5,0.3140599961432096,0.1570299980716048,10,6,0.6666666666666666,0.0,125.12282774675614,12.512282774675615,20.853804624459357,0.0,112,-167.19763293550136,
17,20024,0.4,node_dp,high_speed,keep,0.1,12,0,1.0,4,3.0,55329.26772370569,24873.369516224153,43969.49261218301,0.08333333333333337,0.2168834053601369,0.01807361711334474,17,9,0.1111111111111111,0.0,214.89368430882917,12.640804959342892,23.877076034314353,0.0,112,-278.891925186497,
18,20025,0.4,node_dp,high_speed,keep,0.1,12,0,1.0,8,1.5,40249.531458418474,8887.57672114244,17696.392472487074,0.5,0.29814011654762046,0.14907005827381023,4,4,0.5,0.0,56.0502791853541,14.012569796338525,14.012569796338525,0.0,224,-214.7990802945507,
19,20026,0.4,node_dp,high_speed,keep,0.1,12,0,1.0,7,1.7142857142857142,56089.8455900564,9808.3560006556,20898.237101405222,0.5833333333333333,0.21394246808422945,0.12479977304913385,8,5,0.8,0.0,108.0286404895465,13.503580061193313,21.6057280979093,0.0,196,-271.9544538265619,
